icsd_id,formula,Final_label,group name,color,x,y
199732,Ho0.89 Cu1.34 S2,55,Rare-earth intercalated,#9467bd,-24.727385,-2.0250957
81687,Na1 V0.456 Cu1.544 S2,59,All other groups,#BCBD22,-1.6180116,-18.327024
100946,Er0.88 Cu1.34 S2,55,Rare-earth intercalated,#9467bd,-25.122288,-1.8400387
86086,Hf4 Cu8 S12,-1,No group,#17becf,-30.328512,0.14568472
423553,Er4 Cu12 S12,55,Rare-earth intercalated,#9467bd,-23.346163,2.4078133
195278,Ta3.15 Cu0.39 S6,58,All other groups,#BCBD22,-39.35287,-3.2566745
24372,Cu6 C6 S6 N6,50,All other groups,#BCBD22,31.412674,-18.123724
195282,Ta9.387 Cu2.253 S18,49,All other groups,#BCBD22,-40.14413,-0.9715093
195279,Ta3.15 Cu0.45 S6,58,All other groups,#BCBD22,-39.339005,-3.3092067
24796,Cr3 Cu3 S6,-1,No group,#17becf,-32.71126,-3.2062483
