icsd_id,formula,Final_label,group name,color,x,y
604972,Cr3 Cu1.5 Ag1.5 S6,-1,No group,#17becf,-32.69216,-3.328135
25627,Cr3 Cu3 S6,-1,No group,#17becf,-33.71718,-2.1667807
100595,Cr2.73 Cu3.048 S6,-1,No group,#17becf,-32.378128,-2.5780344
85789,Cu9 Te3 S9 Cl3,-1,No group,#17becf,26.191738,4.604816
41262,Fe1.503 Cu7.497 S6,-1,No group,#17becf,12.831884,15.157852
16552,Fe0.5004 Cu2.4996 S2,-1,No group,#17becf,13.512111,15.78858
195277,Ta3.15 Cu0.33 S6,58,All other groups,#BCBD22,-39.330177,-3.344806
174548,Cr3 Cu3 S6,54,All other groups,#BCBD22,-33.45127,-1.0527256
174547,Cr2.97 Cu3 S6,54,All other groups,#BCBD22,-33.461758,-1.0667984
174546,Cr3 Cu3 S6,54,All other groups,#BCBD22,-33.468765,-1.0195125
73424,Al2 Cu12 H24 S2 Cl2 O38,-1,No group,#17becf,7.819892,-40.395256
72806,Al2 Cu12 H36 S2 Cl2 O38,-1,No group,#17becf,5.9334726,-50.3556
72808,Al1.7 Fe0.3 Cu12 S2 Cl1.27 O39.46,14,All other groups,#BCBD22,38.34443,-28.416504
72807,Al1.88 Fe0.12 Cu12 S2 Cl2 O38,14,All other groups,#BCBD22,38.31083,-28.49836
24132,Cu4 Si2 S6,0,Diamond like,#1f77b4,7.702786,54.46322
156484,Zr0.5 Mn0.5 Cu1 S2,-1,No group,#17becf,-31.524076,-0.39165917
15298,Sc1 Cu1 S2,8,All other groups,#BCBD22,-26.698355,-12.250959
39255,Na1 Zn0.22 Fe0.44 Cu1.34 S2,59,All other groups,#BCBD22,-1.5720825,-18.262346
628310,Lu1 Cu1 S2,8,All other groups,#BCBD22,-26.45885,-12.403348
152763,Cu6 Si3 Pb3 S12,-1,No group,#17becf,29.596674,1.6542653
434796,Eu3 Cu6 Ge3 S12,7,All other groups,#BCBD22,0.5563731,-3.8507347
43131,Sr3 Cu6 Sn3 S12,7,All other groups,#BCBD22,-0.6362,-2.1873524
434798,Eu3 Cu6 Si3 S12,7,All other groups,#BCBD22,0.5592672,-3.8758354
1215,Cu8.82 Mo18 S24,60,All other groups,#BCBD22,-51.514206,-7.799982
158990,Mg1.314 Cu2.862 Mo18 S24,60,All other groups,#BCBD22,-51.413788,-4.8743973
628441,Cu2.004 Mo6 S7.64,60,All other groups,#BCBD22,-51.074505,-7.0224004
158991,Mg2.2752 Cu3.0276 Mo18 S24,60,All other groups,#BCBD22,-51.848297,-4.867806
1216,Cu10.98 Mo18 S24,60,All other groups,#BCBD22,-51.975967,-8.1137295
62974,Cu5.202 Mo18 S23.562,60,All other groups,#BCBD22,-49.886333,-5.9696846
158988,Mg0.2079 Cu4.36878 Mo18 S24,60,All other groups,#BCBD22,-50.721252,-5.7695446
628434,Cu12.06 Mo18 S24,60,All other groups,#BCBD22,-51.971386,-8.231303
158993,Mg5.4 Cu1.20006 Mo18 S24,60,All other groups,#BCBD22,-52.744854,-4.33591
158985,Cu2.9718 Mo18 S24,60,All other groups,#BCBD22,-50.465855,-3.7413573
158994,Mg0.198 Cu3.06 Mo18 S24,60,All other groups,#BCBD22,-50.9795,-4.1297226
158989,Mg2.088 Cu1.602 Mo18 S24,60,All other groups,#BCBD22,-51.83087,-4.0731874
602374,Cu12.06 Mo18 S24,60,All other groups,#BCBD22,-50.80479,-8.544446
1213,Cu5.4 Mo18 S24,60,All other groups,#BCBD22,-50.16936,-7.707642
423551,Dy6.36 Cu16.92 S18,55,Rare-earth intercalated,#9467bd,-22.035576,1.013182
76439,Cu2.64 Mo6 Se6.44 S1.56,60,All other groups,#BCBD22,-52.787674,-6.6770463
628444,Cu3.06 Mo18 S24,-1,No group,#17becf,-49.594585,-5.041864
75967,Cu5.4 Mo18 S23.16 O0.84,-1,No group,#17becf,-51.079666,-5.6061077
628435,Cu6.12 Mo18 S24,60,All other groups,#BCBD22,-50.248142,-7.81748
423552,Tb6 Cu18 S18,55,Rare-earth intercalated,#9467bd,-21.703335,1.993318
628440,Cu2.004 Mo6 S7.598,60,All other groups,#BCBD22,-51.08136,-7.023402
76438,Cu2.58 Mo6 Se3.36 S4.64,60,All other groups,#BCBD22,-52.351974,-7.175384
158987,Mg0.252 Cu3.366 Mo18 S24,60,All other groups,#BCBD22,-50.48041,-4.869978
158986,Cu4.22406 Mo18 S24,60,All other groups,#BCBD22,-50.33072,-4.9068103
41435,Cu2.16 Mo6 Se3.52 S4.48,60,All other groups,#BCBD22,-52.37128,-6.759758
1214,Cu8.28 Mo18 S24,60,All other groups,#BCBD22,-51.402016,-7.7825747
604572,Cu5.76 Mo18 S24,60,All other groups,#BCBD22,-50.20196,-7.7606645
158992,Mg3.312 Cu4.662 Mo18 S24,60,All other groups,#BCBD22,-52.489403,-4.66013
158995,Mg0.774 Cu2.556 Mo18 S24,60,All other groups,#BCBD22,-51.384422,-4.2158756
79548,Zn1.001 Cu5.999 S2 O21,-1,No group,#17becf,37.987057,-29.847801
81353,Zn6.398 Cu1.602 S2 O28,14,All other groups,#BCBD22,36.95825,-30.207926
81354,Zn6.998 Cu1.002 Si1 H15 S1 O21,-1,No group,#17becf,7.4183593,-41.33242
5053,Cu18 Hg9 Sb12 S36,36,All other groups,#BCBD22,27.247196,1.6476359
26827,Zn8.9991 Cu18.0009 As12 S36,36,All other groups,#BCBD22,27.370514,2.4205558
169803,Cu18 Hg9 As12 S36,36,All other groups,#BCBD22,27.414276,1.937216
20424,Cu18 Hg9 As12 S36,36,All other groups,#BCBD22,27.349586,1.7298335
10005,Sr3 Cu6 Ge3 S12,7,All other groups,#BCBD22,-0.34924755,-2.7118444
52685,Ba3 Cu6 Sn3 S12,7,All other groups,#BCBD22,-0.93114763,-2.533683
10006,Ba3 Cu6 Ge3 S12,7,All other groups,#BCBD22,-0.5467047,-2.8647203
604805,Ba3 Cu3.6 Ag2.4 Sn3 S12,7,All other groups,#BCBD22,-1.0954682,-2.5419586
356,Sr3 Cu6 Sn3 S12,7,All other groups,#BCBD22,-0.60035706,-2.2187545
714,Cu6.76 H10 S2 O21,-1,No group,#17becf,9.560715,-37.240894
83766,Zn7 Cu1 Si0.7 H12 S1 O20.999,-1,No group,#17becf,8.268142,-39.494617
163982,Cu8 Ag24 S16,-1,No group,#17becf,12.873643,21.811146
237002,Cu4 Ir8 S16,23,Spinel,#2ca02c,-39.03415,34.902565
237005,Zn1.2 Cu2.8 Ir8 S16,23,Spinel,#2ca02c,-38.43072,34.9978
237004,Zn0.8 Cu3.2 Ir8 S16,23,Spinel,#2ca02c,-38.90412,35.03638
237003,Zn0.4 Cu3.6 Ir8 S16,23,Spinel,#2ca02c,-38.965622,34.963627
261351,Ba3.2 Sr0.8 Co2 Cu4 S4 O4,61,Layered oxysulfides,#8c564b,-30.803886,-14.171545
230995,Sr4 Cu6 S4 O4,61,Layered oxysulfides,#8c564b,-31.681427,-15.116509
172555,Sr4 Mn2 Cu10.408 S8 O4,-1,No group,#17becf,-31.89021,-10.707849
82087,Cs2 Fe2 Cu2 S4,62,KCu4S3-type,#e377c2,1.9396951,-18.399866
230692,K2 Co1 Cu3 S4,62,KCu4S3-type,#e377c2,1.5758947,-17.712425
615837,Ba2 Cu4 S4,63,KCu4S3-type,#e377c2,-21.676159,-5.360016
261352,Ba4 Co2 Cu4 S4 O4,61,Layered oxysulfides,#8c564b,-30.63265,-14.579004
261349,Ba1.6 Sr2.4 Co2 Cu4 S4 O4,61,Layered oxysulfides,#8c564b,-31.323202,-14.49799
77749,Rb2 Co2 Cu2 S4,62,KCu4S3-type,#e377c2,2.6271112,-17.560955
173143,Sr8 Mn5.872 Cu4 S4 O14.848,-1,No group,#17becf,-36.482876,-17.83388
81430,K0.328 Ba1.672 Cu4 S4,63,KCu4S3-type,#e377c2,-21.510056,-5.4946632
81431,Rb2 Mn2 Cu2 S4,62,KCu4S3-type,#e377c2,1.6554602,-18.080711
261347,Sr4 Co2 Cu3.9612 S4 O4,61,Layered oxysulfides,#8c564b,-32.0143,-14.346028
40495,Tl2 Cu4 S4,-1,No group,#17becf,8.993548,19.352377
75578,K2 Fe2 Cu2 S4,62,KCu4S3-type,#e377c2,1.5831065,-17.992233
261348,Ba0.8 Sr3.2 Co2 Cu4 S4 O4,61,Layered oxysulfides,#8c564b,-31.630703,-14.389638
84735,Sr4 Zn2 Cu4 S4 O4,61,Layered oxysulfides,#8c564b,-32.315544,-13.814378
171240,Cu16 W4 S16 Cl16,-1,No group,#17becf,-10.42021,1.8448838
172553,Sr4 Mn2 Cu2.956 S4 O4,61,Layered oxysulfides,#8c564b,-32.479427,-15.451167
68529,Tl2 Cu11.04 S8,64,All other groups,#BCBD22,8.0212145,18.40222
108795,Tl2 Cu12 S8,64,All other groups,#BCBD22,8.018447,18.350784
88424,Sr4 Cu4 Ni2 S4 O4,61,Layered oxysulfides,#8c564b,-31.69137,-13.737314
91200,Sr8 Mn6 Cu4 S4 O15,-1,No group,#17becf,-36.381382,-17.320358
172557,Sr8 Mn4 Cu9.872 S10 O8,-1,No group,#17becf,-32.072636,-11.375727
88425,Sr6 Sc4 Cu4 S4 O10,-1,No group,#17becf,-36.19131,-16.712416
84961,Sr6 Fe4 Cu4 S4 O10,-1,No group,#17becf,-36.186417,-16.93395
261345,Ba4 Co2 Cu3.888 S4 O4,61,Layered oxysulfides,#8c564b,-30.665901,-14.705746
77750,Cs2 Co2 Cu2 S4,62,KCu4S3-type,#e377c2,2.7808108,-17.6646
261350,Ba2.4 Sr1.6 Co2 Cu4 S4 O4,61,Layered oxysulfides,#8c564b,-31.083122,-14.021579
77748,K2 Co2 Cu2 S4,62,KCu4S3-type,#e377c2,2.46839,-17.452219
81740,K0.72 Ba1.28 Cu4 S4,63,KCu4S3-type,#e377c2,-21.29808,-5.64918
84734,Sr4 Mn2 Cu4 S4 O4,61,Layered oxysulfides,#8c564b,-32.571476,-15.012635
261346,Sr4 Co2 Cu3.7804 S4 O4,61,Layered oxysulfides,#8c564b,-32.082672,-14.490927
100476,K0.43 Tl3.57 Cu12.7 Sb2 S8,-1,No group,#17becf,9.441377,17.859386
430200,Cu4 P4 S12,-1,No group,#17becf,33.406513,-8.5374155
280644,Rb4 Ti2 Cu4 S8,-1,No group,#17becf,-0.24683923,-19.837282
260104,Cu16 Ge10 C8 S32 N16,-1,No group,#17becf,32.879013,-11.174123
96346,Nd2 Cu2 S2 O2,65,BiCuSO-type,#7f7f7f,-9.133634,-37.19417
92494,Pr2 Cu2 S2 O2,65,BiCuSO-type,#7f7f7f,-9.084777,-36.887928
169992,Ca4 Fe2 Cu2 S2 O6,66,All other groups,#BCBD22,-35.066147,-18.546722
96757,La2 Cu2 Se1.5 S0.5 O2,-1,No group,#17becf,-11.818422,-36.263386
247045,Ce2 Cu1.974 S2 O2,65,BiCuSO-type,#7f7f7f,-8.939647,-36.36988
159476,La2 Cu1.92 S2 O2,65,BiCuSO-type,#7f7f7f,-9.102205,-35.688305
91199,Sr4 Mn2 Cu2 S2 O6,66,All other groups,#BCBD22,-34.965546,-17.911688
159473,Cu1.94 Bi2 S2 O2,-1,No group,#17becf,31.685415,3.391336
96343,La2 Cu2 S2 O2,65,BiCuSO-type,#7f7f7f,-9.30693,-35.79504
159469,Ba2.64 Sr1.36 Mn4 Cu1.956 S2 O8,-1,No group,#17becf,-34.86792,-16.174536
96756,La2 Cu2 Se1 S1 O2,65,BiCuSO-type,#7f7f7f,-9.494207,-35.81049
159470,Ba4 Mn4 Cu1.798 S2 O8,-1,No group,#17becf,-34.854565,-16.15589
240314,Ce2 Cu1.618 S2 O2,65,BiCuSO-type,#7f7f7f,-8.122237,-36.172256
251149,Cu6 Ag6 S6,-1,No group,#17becf,13.795217,21.81906
240315,Ce2 Cu1.524 S2 O2,65,BiCuSO-type,#7f7f7f,-7.9931936,-36.1795
96344,Ce2 Cu2 S2 O2,65,BiCuSO-type,#7f7f7f,-8.899559,-36.41904
247046,Ce2 Cu1.724 S2 O2,65,BiCuSO-type,#7f7f7f,-8.30836,-36.240456
195375,Sr4 Fe2 Cu2 S2 O6,66,All other groups,#BCBD22,-34.86756,-18.111156
96755,La2 Cu2 Se0.5 S1.5 O2,-1,No group,#17becf,-11.816852,-36.252583
172796,Sr2 Cu2 S2 F2,67,All other groups,#BCBD22,-27.601889,-16.60182
430782,Tl2 Cu1.94 S2,-1,No group,#17becf,9.480784,19.596264
84962,Sr4 Cr2 Cu2 S2 O6,66,All other groups,#BCBD22,-34.987442,-17.969065
183712,Ba2 Cu2 S2 F2,67,All other groups,#BCBD22,-27.560036,-16.573803
157433,Sr2 Cu2 S2 F2,67,All other groups,#BCBD22,-27.60103,-16.60175
195376,Ca4 Fe2 Cu2 S2 O6,66,All other groups,#BCBD22,-35.045746,-18.537445
172797,Eu2 Cu2 S2 F2,-1,No group,#17becf,-9.213881,-38.021385
80729,Ba4 Y1 Cu2.37 S0.5 O9.85,-1,No group,#17becf,-31.10889,-21.200834
85362,Cu4 S3 N1,64,All other groups,#BCBD22,7.6973724,19.204733
80730,Ba4 Ca1 Cu2.38 S0.5 O9.52,-1,No group,#17becf,-31.15551,-21.008549
172554,Sr2 Mn1 Cu3.424 S3 O2,-1,No group,#17becf,-32.024994,-11.20062
412977,Na5 Cu1 S1 O2,-1,No group,#17becf,-3.3344235,-51.15834
628927,Tl1 Cu4 S3,64,All other groups,#BCBD22,7.993153,19.095488
603968,Rb1 Cu4 S3,62,KCu4S3-type,#e377c2,1.522391,-15.326866
23325,Cs1 Cu4 S3,62,KCu4S3-type,#e377c2,1.3764971,-14.483304
197896,K1 Cu4 S3,62,KCu4S3-type,#e377c2,1.096802,-15.362543
80731,Ba4 Y1 Cu2.15 S0.8 O10.1,-1,No group,#17becf,-31.099802,-21.190512
241335,Cu4 H4 S3 N1,-1,No group,#17becf,3.9178255,-25.489517
23336,K1 Cu4 S3,62,KCu4S3-type,#e377c2,1.0815815,-15.3355255
412974,Na5 Cu1 S1 O6,-1,No group,#17becf,8.175385,-51.79021
198802,Cs1 Cu4 S3,62,KCu4S3-type,#e377c2,1.38006,-14.483497
25720,K1 Cu4 S3,62,KCu4S3-type,#e377c2,1.1094463,-16.445807
25721,Rb1 Cu4 S3,62,KCu4S3-type,#e377c2,1.4397533,-16.270016
603969,Cs1 Cu4 S3,62,KCu4S3-type,#e377c2,1.6276463,-14.932883
82021,Ba2 Cu1 Hg0.743 S0.184 O4.486,-1,No group,#17becf,-31.556818,-19.509659
659127,Ga4 Cu4 Se4 S4,0,Diamond like,#1f77b4,-1.7093408,61.054306
189079,Al1.6 In2.4 Cu4 S8,0,Diamond like,#1f77b4,2.5594592,59.62407
656272,In4 Cu4 Se4 S4,0,Diamond like,#1f77b4,9.563396,64.53243
627305,Fe2 Cu4 Ge2 S8,0,Diamond like,#1f77b4,-1.3730931,43.300243
605025,In4 Cu2 Ag2 S8,0,Diamond like,#1f77b4,5.634632,63.995403
8302,Li0.2 In4 Cu3.8 Se2 S6,0,Diamond like,#1f77b4,9.990449,65.180374
627492,Zn2.64 Ga2.68 Cu2.68 S8,0,Diamond like,#1f77b4,2.3105547,62.57758
28739,In4 Cu4 S8,0,Diamond like,#1f77b4,10.136274,62.883335
606972,Al2 In2 Cu4 S8,0,Diamond like,#1f77b4,2.2956243,59.66565
619755,Cd1.12 In3.44 Cu3.44 S8,0,Diamond like,#1f77b4,7.1220045,63.510357
66865,In4 Cu4 S8,0,Diamond like,#1f77b4,7.8069654,64.07877
100907,Ga2 Fe2 Cu4 S8,0,Diamond like,#1f77b4,-1.8636055,42.678013
607081,Al4 Cu4 S8,0,Diamond like,#1f77b4,0.50266767,60.415073
628882,Cu5.32 Sn2.68 S8,0,Diamond like,#1f77b4,1.3442582,52.891514
628846,Cu5.32 Si2.68 S8,0,Diamond like,#1f77b4,4.4156494,54.49969
604662,Al4 Cu0.4 Ag3.6 S8,0,Diamond like,#1f77b4,11.168215,55.776478
602937,Ga4 Cu2 Ag2 S8,0,Diamond like,#1f77b4,4.0915737,61.354465
409590,Zn0.444 In3.48 Cu4.076 S8,0,Diamond like,#1f77b4,7.1899505,63.949875
627353,Fe4 Cu4 Se4 S4,0,Diamond like,#1f77b4,-5.9939976,38.54758
606930,Al0.4 Ga3.6 Cu4 S8,0,Diamond like,#1f77b4,2.3479915,61.379395
606337,Al3.852 Cd0.296 Cu3.852 S8,0,Diamond like,#1f77b4,0.87111765,60.411736
66864,Ga4 Cu4 S8,0,Diamond like,#1f77b4,2.456652,61.70601
8303,Li0.8 In4 Cu3.2 Se4 S4,0,Diamond like,#1f77b4,5.4070053,57.902657
189078,Al0.8 In3.2 Cu4 S8,0,Diamond like,#1f77b4,7.6671157,63.43584
80095,Fe4 Cu4 S8,0,Diamond like,#1f77b4,-5.3840494,38.158756
189081,Al2.4 In1.6 Cu4 S8,0,Diamond like,#1f77b4,2.0353174,59.6854
606931,Al2 Ga2 Cu4 S8,0,Diamond like,#1f77b4,1.7703018,60.669254
604661,Al4 Cu3.2 Ag0.8 S8,0,Diamond like,#1f77b4,0.45808867,60.42996
186716,Mn0.4 In3.6 Cu4.0 S8,0,Diamond like,#1f77b4,7.513243,65.62583
261882,Fe4 Cu4 S8,0,Diamond like,#1f77b4,-5.2627654,38.270657
659128,Al4 Cu4 Se4 S4,0,Diamond like,#1f77b4,-1.125314,60.882114
156413,Cu4 B4 S8,0,Diamond like,#1f77b4,11.204045,55.64795
627781,Cu5.32 Ge2.68 S8,0,Diamond like,#1f77b4,3.3715975,54.00117
186717,Mn0.2 In4.0 Cu3.8 S8,0,Diamond like,#1f77b4,7.316308,64.66157
628028,Mn2.4 In2.8 Cu2.8 S8,0,Diamond like,#1f77b4,-2.5207543,41.991016
659129,Al2 Ga2 Cu4 Se4 S4,0,Diamond like,#1f77b4,-1.3915,60.9692
192232,In3.6 Fe0.4 Cu3.96 S8,0,Diamond like,#1f77b4,8.09146,65.48335
96124,Zn0.88 In3.56 Cu3.56 S8,0,Diamond like,#1f77b4,6.668962,63.916447
157376,In3.596 Si0.404 Cu3.624 S8,0,Diamond like,#1f77b4,8.646644,63.692707
155023,Mn0.712 In3.792 Cu3.496 S8,0,Diamond like,#1f77b4,6.864783,66.0489
656281,Zn1.6 In3.2 Cu3.2 S8,0,Diamond like,#1f77b4,6.779695,63.450996
192236,In3.2 Fe0.4 Cu3.996 S7.736,0,Diamond like,#1f77b4,8.201526,65.775
8304,Li0.8 In4 Cu3.2 Se6 S2,0,Diamond like,#1f77b4,5.4023066,57.90873
189082,Al2.8 In1.2 Cu4 S8,0,Diamond like,#1f77b4,1.7648622,59.789234
155021,Mn0.464 In3.84 Cu3.696 S8,0,Diamond like,#1f77b4,7.222616,65.64112
619742,Cd0.72 Ga3.64 Cu3.64 S8,0,Diamond like,#1f77b4,2.4631667,61.86286
186718,Mn0.4 In4.0 Cu3.6 S8,0,Diamond like,#1f77b4,7.9339304,65.04461
605013,Ga4 Cu0.4 Ag3.6 S8,0,Diamond like,#1f77b4,4.2944746,61.274094
605012,Ga4 Cu2.4 Ag1.6 S8,0,Diamond like,#1f77b4,3.5981557,61.459053
192233,In3.6 Fe0.4 Cu4 S8,0,Diamond like,#1f77b4,7.458519,65.32642
267440,Fe4 Cu3.928 S8,0,Diamond like,#1f77b4,-5.369078,38.1237
28742,Tl4 Cu4 S8,0,Diamond like,#1f77b4,10.460974,62.66731
186715,Mn0.2 In3.8 Cu4 S8,0,Diamond like,#1f77b4,6.741948,64.8656
413349,Cu6 Sb0.6592 As1.3408 S8,0,Diamond like,#1f77b4,0.56820166,50.194736
171983,Zn2 Cu4 Sn2 S8,0,Diamond like,#1f77b4,-2.7960083,53.974476
42673,Cu6 Sb2 S8,0,Diamond like,#1f77b4,4.5195932,47.275223
243666,Zn2 Cu4 Sn2 S8,0,Diamond like,#1f77b4,-2.6926303,53.8115
190970,Tl4 Cu3.388 Ag0.612 Hg8 Sb2.904 As5.096 S24,68,All other groups,#BCBD22,31.8413,-1.186903
252893,Fe0.2 Cu5.8 Sn2 S6.8 Cl1.2,0,Diamond like,#1f77b4,-1.682956,51.154495
237549,Fe1.6 Cu4.414 Sn1.986 S7.52,0,Diamond like,#1f77b4,-5.2649426,44.76177
429466,Fe1.2 Co0.8 Cu4 Sn2 S8,0,Diamond like,#1f77b4,-2.6162543,44.875465
237555,Cu6 Sn2 S7.2,0,Diamond like,#1f77b4,-6.1875253,49.735626
252985,Tl4 Zn5.324 Fe1.872 Cu0.996 Ag2.536 Hg1.272 Sb0.04 As7.96 S24,68,All other groups,#BCBD22,31.354446,-1.2331733
198597,Co2 Cu4 Ge2 S8,0,Diamond like,#1f77b4,-0.5583732,44.90488
264959,Zn2 Cu4 Sn2 Se4.024 S3.976,0,Diamond like,#1f77b4,-5.0898023,58.094666
199822,Zn2 Cu4 Ge2 S8,0,Diamond like,#1f77b4,0.020866614,55.932323
99294,Co2 Cu4 Sn2 S8,0,Diamond like,#1f77b4,-1.6801444,45.398758
415927,Co2 Cu4 Ge2 S8,0,Diamond like,#1f77b4,-0.59009707,44.940666
98909,Cu4 W2 S8,-1,No group,#17becf,-9.662416,3.2722595
199831,Cd2 Cu4 Sn2 S8,0,Diamond like,#1f77b4,5.0373983,48.165558
627691,Cu4 Hg2 Ge2 S8,0,Diamond like,#1f77b4,4.7685385,49.10484
200421,Zn0.66 Cd0.74 Fe0.58 Cu4 Sn2 S8,0,Diamond like,#1f77b4,-3.7203863,50.643253
264960,Zn2 Cu4 Sn2 Se1.816 S6.184,0,Diamond like,#1f77b4,-4.0713005,56.55592
627310,Zn1 Fe1 Cu4 Ge2 S8,0,Diamond like,#1f77b4,-2.7185318,48.193592
248793,Mn0.8 Fe1.2 Cu4 Sn2 S8,0,Diamond like,#1f77b4,-2.7777991,43.53671
184475,Zn2 Cu4 Sn2 Se6.08 S1.92,0,Diamond like,#1f77b4,-6.0412664,58.669395
193983,Fe2 Cu4 Ge2 S8,0,Diamond like,#1f77b4,-0.09102041,43.37218
171979,Zn0.4 Fe1.6 Cu4 Sn2 S8,0,Diamond like,#1f77b4,-3.4914038,45.466213
193981,Co2 Cu4 Si2 S8,0,Diamond like,#1f77b4,0.23323573,44.70362
237551,Fe0.8 Cu5.198 Sn2.002 S7.52,0,Diamond like,#1f77b4,-5.670681,48.40603
171982,Zn1.6 Fe0.4 Cu4 Sn2 S8,0,Diamond like,#1f77b4,-3.1202033,51.664948
260077,Tl4 Zn1.192 Cu2.576 Ag1.424 Hg6.808 Sb1.216 As6.784 S24,68,All other groups,#BCBD22,31.804451,-1.196163
627788,Zn2 Cu4 Ge2 Se4 S4,0,Diamond like,#1f77b4,-4.080286,60.029007
2857,Cu6 Sb2 S8,0,Diamond like,#1f77b4,-0.45147896,49.591286
413348,Cu6 Sb1.472 As0.52 S8,0,Diamond like,#1f77b4,0.29280505,50.182964
26838,Cu6 Sb0.63 As1.37 S8,0,Diamond like,#1f77b4,0.5883505,50.2092
429465,Fe1.6 Co0.4 Cu4 Sn2 S8,0,Diamond like,#1f77b4,-2.8899283,44.64019
627929,Cu4 Sn2 Hg2 S8,0,Diamond like,#1f77b4,4.409322,48.79234
237547,Fe2 Cu4.0 Sn2.0 S8,0,Diamond like,#1f77b4,-4.3717628,43.847507
237552,Fe0.6 Cu5.4 Sn2 S6.96,0,Diamond like,#1f77b4,-5.95933,48.63823
200420,Zn0.38 Fe1.62 Cu4 Sn2 S8,0,Diamond like,#1f77b4,-3.5055647,45.40061
56600,Mn2 Cu4 Sn2 S8,0,Diamond like,#1f77b4,-2.905166,42.96377
184476,Zn2 Cu4 Sn2 Se4.16 S3.84,0,Diamond like,#1f77b4,-5.1588063,58.097015
427891,Zn2 Cu4 Si0.352 Sn1.648 S8,0,Diamond like,#1f77b4,-2.17392,55.633663
628824,Cu6 Sb2 S8,0,Diamond like,#1f77b4,-0.56193954,49.3428
264958,Zn2 Cu4 Sn2 Se6.04 S1.96,0,Diamond like,#1f77b4,-6.0042,58.65571
5319,Tl4.0 Zn0.32 Cu0.52 Ag3.52 Hg7.64 Sb1.68 As6.32 S24,-1,No group,#17becf,34.08794,0.13847591
248700,Cu2 Sn1 S3,0,Diamond like,#1f77b4,1.6461356,52.70388
627312,Zn1.6 Fe0.4 Cu4 Ge2 S8,0,Diamond like,#1f77b4,0.59830105,55.849407
627933,Zn0.8 Cu4 Sn2 Hg1.2 S8,0,Diamond like,#1f77b4,-1.09532,52.511963
81209,Tl4 Zn4.64 Fe1.84 Cu4 Hg1.52 As8 S24,68,All other groups,#BCBD22,31.311165,-1.2104403
237554,Fe0.2 Cu5.802 Sn1.998 S6.88,0,Diamond like,#1f77b4,-6.2504373,49.453053
171978,Fe2 Cu4 Sn2 S8,0,Diamond like,#1f77b4,-3.0824165,44.071587
237548,Fe1.8 Cu4.2 Sn2 S8,0,Diamond like,#1f77b4,-3.6413307,44.331684
5059,Fe2 Cu6 S8,0,Diamond like,#1f77b4,-3.8038325,41.05587
427892,Zn2 Cu4 Si0.492 Sn1.508 S8,0,Diamond like,#1f77b4,-2.039209,55.8317
82558,Ti2 Cu8 S8,-1,No group,#17becf,2.1650114,1.5471758
171980,Zn1 Fe1 Cu4 Sn2 S8,0,Diamond like,#1f77b4,-3.375538,48.046577
184477,Zn2 Cu4 Sn2 Se2.48 S5.52,0,Diamond like,#1f77b4,-4.610908,56.69087
194208,Zn2 Cu4 Ge2 Se4 S4,0,Diamond like,#1f77b4,-4.0669236,58.956146
237553,Fe0.4 Cu5.6 Sn2 S7.12,0,Diamond like,#1f77b4,-6.14054,49.149307
237550,Fe1.2 Cu4.802 Sn1.998 S7.04,0,Diamond like,#1f77b4,-5.610762,45.79852
194209,Zn2 Cu4 Ge2 Se2 S6,0,Diamond like,#1f77b4,-3.0199425,58.084602
171981,Zn1.4 Fe0.6 Cu4 Sn2 S8,0,Diamond like,#1f77b4,-3.3002794,50.912796
50965,Cu1.9988 Sn1.0012 S3,0,Diamond like,#1f77b4,1.2835808,52.882664
619778,Zn1 Cd1 Cu4 Sn2 S8,0,Diamond like,#1f77b4,5.2718353,47.688114
427890,Zn2 Cu4 Si0.162 Sn1.838 S8,0,Diamond like,#1f77b4,-2.8108747,55.010334
194207,Zn2 Cu4 Ge2 Se6 S2,0,Diamond like,#1f77b4,-5.1904187,59.331257
61693,Zn2 Cu4 Ge2 S8,0,Diamond like,#1f77b4,-0.04831982,55.957897
40047,Fe2 Cu6 Sn1 S8,6,Colusite-like,#ff7f0e,2.7486591,2.6714346
27653,Fe2 Cu2 S4,0,Diamond like,#1f77b4,-5.4252043,36.437828
5029,Fe1 Cu6 Sn2 S8,6,Colusite-like,#ff7f0e,3.1668222,2.473509
237913,Ba8 Ga10 Cu2 S24,-1,No group,#17becf,-5.990079,-2.7421193
237914,Ba8 Ga10 Cu2 Se5.752 S17.984,-1,No group,#17becf,-5.9879823,-2.7424026
235367,Cs8 Cu40 S24,-1,No group,#17becf,1.717758,-10.97581
203093,Zn1.6 Fe7.12 Cu19.12 Ge2.916 As0.324 S32,6,Colusite-like,#ff7f0e,5.1199822,3.0896876
181166,Fe1 Cu2 Sn1 S4,0,Diamond like,#1f77b4,-3.0088189,43.895782
2649,Fe9 Cu9 S16,6,Colusite-like,#ff7f0e,2.329741,2.8755078
72529,Cu2 W1 S4,-1,No group,#17becf,-9.682629,3.2498775
16550,Cu8 S4,-1,No group,#17becf,12.150625,19.665918
90387,Cd2 Cu4 Sn6 S16,23,Spinel,#2ca02c,-27.590664,30.254507
163983,Cu8 Ag24 S16,-1,No group,#17becf,12.965979,21.76386
236225,Tl2 Cu13.696 S8,69,All other groups,#BCBD22,11.4513235,18.297134
93134,Tl2 Cu14 S8,69,All other groups,#BCBD22,11.417307,18.285315
